"","Diodorus","Herodotus","Plutarch","Polybius","Thucydides","-SUM-"
"Herodotus",0,6,0,0,0,0
"Plutarch",0,0,8,0,1,1
"Polybius",0,0,0,11,0,0
"Thucydides",0,0,0,0,4,0
"-SUM-",0,0,0,0,1,1
"Diodorus",7,0,0,1,0,1
"Herodotus",0,8,0,0,0,0
"Plutarch",0,0,4,0,0,0
"Polybius",0,0,0,10,0,0
"Thucydides",0,0,0,0,5,0
"-SUM-",0,0,0,1,0,1
"Diodorus",7,0,0,1,0,1
"Herodotus",0,6,0,0,1,1
"Plutarch",0,1,4,0,0,1
"Polybius",0,0,0,10,0,0
"Thucydides",0,0,0,0,5,0
"-SUM-",0,1,0,1,1,3
"Diodorus",7,0,0,1,0,1
"Herodotus",0,7,0,0,0,0
"Plutarch",0,1,4,0,0,1
"Polybius",1,0,0,5,1,2
"Thucydides",1,0,0,0,7,1
"-SUM-",2,1,0,1,1,5
"Diodorus",5,0,0,1,0,1
"Herodotus",0,5,0,0,1,1
"Plutarch",0,0,10,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,0,0,1,6,1
"-SUM-",0,0,0,2,1,3
"Diodorus",3,0,0,2,0,2
"Herodotus",0,6,0,0,0,0
"Plutarch",0,0,6,0,0,0
"Polybius",0,0,0,8,1,1
"Thucydides",0,1,0,0,8,1
"-SUM-",0,1,0,2,1,4
"Diodorus",6,0,0,1,0,1
"Herodotus",0,7,0,0,2,2
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,1,0,0,3,1
"-SUM-",0,1,0,1,2,4
"Diodorus",8,0,0,1,0,1
"Herodotus",0,8,0,0,1,1
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,5,0,0
"Thucydides",1,0,1,0,5,2
"-SUM-",1,0,1,1,1,4
"Diodorus",7,0,0,1,0,1
"Herodotus",0,5,0,0,0,0
"Plutarch",0,0,9,0,0,0
"Polybius",0,0,0,5,0,0
"Thucydides",0,1,0,0,7,1
"-SUM-",0,1,0,1,0,2
"Diodorus",8,0,0,1,0,1
"Herodotus",0,8,0,0,0,0
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,5,0,0
"Thucydides",0,0,0,0,5,0
"-SUM-",0,0,0,1,0,1
"Diodorus",5,0,0,0,0,0
"Herodotus",0,5,0,0,0,0
"Plutarch",0,0,9,0,0,0
"Polybius",0,0,0,10,1,1
"Thucydides",0,1,0,0,4,1
"-SUM-",0,1,0,0,1,2
"Diodorus",5,0,0,0,0,0
"Herodotus",0,4,1,0,1,2
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,0,1,0,9,1
"-SUM-",0,0,2,0,1,3
"Diodorus",5,0,0,1,0,1
"Herodotus",0,8,0,0,0,0
"Plutarch",0,0,4,0,0,0
"Polybius",1,0,0,8,1,2
"Thucydides",1,1,0,0,5,2
"-SUM-",2,1,0,1,1,5
"Diodorus",8,0,0,0,0,0
"Herodotus",0,9,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,5,0,0
"Thucydides",0,0,1,0,7,1
"-SUM-",0,0,1,0,0,1
"Diodorus",8,0,0,1,0,1
"Herodotus",0,6,0,0,0,0
"Plutarch",0,0,4,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,0,0,0,10,0
"-SUM-",0,0,0,1,0,1
"Diodorus",10,0,0,1,0,1
"Herodotus",0,9,0,0,0,0
"Plutarch",0,0,4,0,0,0
"Polybius",1,0,0,6,0,1
"Thucydides",0,0,0,0,4,0
"-SUM-",1,0,0,1,0,2
"Diodorus",6,0,0,1,0,1
"Herodotus",0,5,0,0,0,0
"Plutarch",0,0,9,0,0,0
"Polybius",0,0,0,4,0,0
"Thucydides",0,1,0,0,9,1
"-SUM-",0,1,0,1,0,2
"Diodorus",2,0,0,3,0,3
"Herodotus",0,11,0,0,0,0
"Plutarch",0,0,7,0,1,1
"Polybius",0,0,0,5,0,0
"Thucydides",0,0,0,0,6,0
"-SUM-",0,0,0,3,1,4
"Diodorus",4,0,0,0,0,0
"Herodotus",0,4,0,0,0,0
"Plutarch",0,0,9,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,2,0,0,8,2
"-SUM-",0,2,0,0,0,2
"Diodorus",5,0,0,1,0,1
"Herodotus",0,8,0,0,0,0
"Plutarch",0,0,6,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,0,1,0,8,1
"-SUM-",0,0,1,1,0,2
"Diodorus",7,0,0,1,0,1
"Herodotus",0,6,0,0,0,0
"Plutarch",0,1,8,0,0,1
"Polybius",0,0,0,5,0,0
"Thucydides",0,0,0,0,7,0
"-SUM-",0,1,0,1,0,2
"Diodorus",8,0,0,1,0,1
"Herodotus",0,8,0,0,1,1
"Plutarch",0,0,6,0,0,0
"Polybius",2,0,0,6,0,2
"Thucydides",1,0,0,0,2,1
"-SUM-",3,0,0,1,1,5
"Diodorus",6,0,0,1,0,1
"Herodotus",0,7,0,0,1,1
"Plutarch",0,1,5,0,0,1
"Polybius",0,0,0,7,0,0
"Thucydides",0,0,0,0,7,0
"-SUM-",0,1,0,1,1,3
"Diodorus",11,0,0,0,0,0
"Herodotus",0,4,0,0,0,0
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,1,7,0,1
"Thucydides",0,1,0,0,3,1
"-SUM-",0,1,1,0,0,2
"Diodorus",5,0,0,0,0,0
"Herodotus",0,8,1,0,0,1
"Plutarch",0,0,6,0,0,0
"Polybius",1,0,0,10,0,1
"Thucydides",0,0,0,0,4,0
"-SUM-",1,0,1,0,0,2
"Diodorus",6,0,0,1,0,1
"Herodotus",0,6,1,0,1,2
"Plutarch",0,1,7,0,0,1
"Polybius",1,0,0,4,0,1
"Thucydides",0,1,0,0,6,1
"-SUM-",1,2,1,1,1,6
"Diodorus",11,0,0,0,0,0
"Herodotus",0,9,0,0,0,0
"Plutarch",0,0,4,0,0,0
"Polybius",0,0,0,5,0,0
"Thucydides",0,1,0,0,5,1
"-SUM-",0,1,0,0,0,1
"Diodorus",6,0,0,1,0,1
"Herodotus",0,6,1,0,0,1
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,1,0,0,5,1
"-SUM-",0,1,1,1,0,3
"Diodorus",7,0,0,1,0,1
"Herodotus",0,5,0,0,0,0
"Plutarch",0,1,5,0,0,1
"Polybius",1,0,0,9,0,1
"Thucydides",0,1,0,0,5,1
"-SUM-",1,2,0,1,0,4
"Diodorus",5,0,0,2,0,2
"Herodotus",0,11,0,0,0,0
"Plutarch",0,0,7,0,0,0
"Polybius",2,0,0,3,0,2
"Thucydides",1,1,0,0,3,2
"-SUM-",3,1,0,2,0,6
"Diodorus",6,0,0,0,0,0
"Herodotus",0,2,0,0,0,0
"Plutarch",0,0,9,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,2,0,0,9,2
"-SUM-",0,2,0,0,0,2
"Diodorus",7,0,0,1,0,1
"Herodotus",0,7,1,0,0,1
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,0,0,0,5,0
"-SUM-",0,0,1,1,0,2
"Diodorus",5,0,0,0,0,0
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",1,0,0,7,0,1
"Thucydides",0,0,1,0,9,1
"-SUM-",1,0,1,0,0,2
"Diodorus",2,0,0,1,0,1
"Herodotus",0,6,0,0,0,0
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,10,0,0
"Thucydides",0,2,1,0,5,3
"-SUM-",0,2,1,1,0,4
"Diodorus",3,0,0,0,0,0
"Herodotus",0,7,0,0,1,1
"Plutarch",0,0,10,0,0,0
"Polybius",0,0,0,9,0,0
"Thucydides",1,1,0,0,3,2
"-SUM-",1,1,0,0,1,3
"Diodorus",7,0,0,1,0,1
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,11,0,0,0
"Polybius",0,0,0,2,0,0
"Thucydides",1,1,0,0,5,2
"-SUM-",1,1,0,1,0,3
"Diodorus",6,0,0,0,0,0
"Herodotus",0,5,0,0,0,0
"Plutarch",0,0,8,0,0,0
"Polybius",1,0,1,9,0,2
"Thucydides",0,0,0,0,5,0
"-SUM-",1,0,1,0,0,2
"Diodorus",4,0,0,0,0,0
"Herodotus",0,9,1,0,1,2
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,1,0,0,6,1
"-SUM-",0,1,1,0,1,3
"Diodorus",6,0,0,1,0,1
"Herodotus",0,10,0,0,0,0
"Plutarch",0,1,6,0,0,1
"Polybius",0,0,0,4,0,0
"Thucydides",0,1,0,0,6,1
"-SUM-",0,2,0,1,0,3
"Diodorus",4,0,0,1,0,1
"Herodotus",0,11,0,0,1,1
"Plutarch",0,1,4,0,0,1
"Polybius",0,0,0,6,0,0
"Thucydides",0,0,0,0,7,0
"-SUM-",0,1,0,1,1,3
"Diodorus",5,0,0,2,0,2
"Herodotus",0,6,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,0,1,0,8,1
"-SUM-",0,0,1,2,0,3
"Diodorus",8,0,0,1,0,1
"Herodotus",0,6,0,0,0,0
"Plutarch",0,0,6,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,1,0,0,5,1
"-SUM-",0,1,0,1,0,2
"Diodorus",6,0,0,1,0,1
"Herodotus",0,4,0,0,1,1
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,0,0,0,7,0
"-SUM-",0,0,0,1,1,2
"Diodorus",6,0,0,0,0,0
"Herodotus",0,8,0,0,0,0
"Plutarch",0,1,10,0,1,2
"Polybius",0,0,0,6,0,0
"Thucydides",0,0,0,0,3,0
"-SUM-",0,1,0,0,1,2
"Diodorus",6,0,0,1,0,1
"Herodotus",0,5,0,0,0,0
"Plutarch",0,0,10,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,0,0,0,6,0
"-SUM-",0,0,0,1,0,1
"Diodorus",5,0,0,1,0,1
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,0,1,0,9,1
"-SUM-",0,0,1,1,0,2
"Diodorus",5,0,0,0,0,0
"Herodotus",0,9,0,0,1,1
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,0,0,0,7,0
"-SUM-",0,0,0,0,1,1
"Diodorus",3,0,0,2,0,2
"Herodotus",0,6,1,0,0,1
"Plutarch",0,0,9,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",1,1,0,0,5,2
"-SUM-",1,1,1,2,0,5
"Diodorus",6,0,0,0,0,0
"Herodotus",0,8,0,0,0,0
"Plutarch",0,1,5,0,0,1
"Polybius",0,0,0,7,1,1
"Thucydides",0,1,0,0,6,1
"-SUM-",0,2,0,0,1,3
"Diodorus",2,0,0,2,0,2
"Herodotus",0,14,0,0,0,0
"Plutarch",0,0,8,0,0,0
"Polybius",1,0,0,4,0,1
"Thucydides",0,0,1,0,3,1
"-SUM-",1,0,1,2,0,4
"Diodorus",2,0,0,0,0,0
"Herodotus",0,9,0,0,1,1
"Plutarch",0,0,9,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,1,0,0,7,1
"-SUM-",0,1,0,0,1,2
"Diodorus",5,0,0,0,0,0
"Herodotus",0,5,0,0,1,1
"Plutarch",0,0,10,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,0,0,0,6,0
"-SUM-",0,0,0,0,1,1
"Diodorus",6,0,0,0,0,0
"Herodotus",0,8,1,0,0,1
"Plutarch",0,1,7,0,0,1
"Polybius",0,0,0,7,0,0
"Thucydides",0,0,0,0,5,0
"-SUM-",0,1,1,0,0,2
"Diodorus",1,0,0,0,0,0
"Herodotus",0,7,0,0,1,1
"Plutarch",0,1,7,0,0,1
"Polybius",0,0,0,11,0,0
"Thucydides",0,1,1,0,5,2
"-SUM-",0,2,1,0,1,4
"Diodorus",7,0,0,1,0,1
"Herodotus",0,6,0,0,0,0
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,5,0,0
"Thucydides",0,1,0,0,8,1
"-SUM-",0,1,0,1,0,2
"Diodorus",4,0,0,2,0,2
"Herodotus",0,10,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,0,0,0,7,0
"-SUM-",0,0,0,2,0,2
"Diodorus",3,0,0,3,0,3
"Herodotus",0,8,1,0,0,1
"Plutarch",0,0,6,0,0,0
"Polybius",0,0,0,10,0,0
"Thucydides",0,0,0,0,4,0
"-SUM-",0,0,1,3,0,4
"Diodorus",4,0,0,0,0,0
"Herodotus",0,9,0,0,0,0
"Plutarch",0,0,4,0,0,0
"Polybius",0,0,0,8,1,1
"Thucydides",0,1,0,0,8,1
"-SUM-",0,1,0,0,1,2
"Diodorus",8,0,0,2,0,2
"Herodotus",0,6,0,0,1,1
"Plutarch",0,0,6,0,0,0
"Polybius",0,0,0,6,1,1
"Thucydides",1,0,0,0,4,1
"-SUM-",1,0,0,2,2,5
"Diodorus",3,0,0,2,0,2
"Herodotus",0,5,0,0,2,2
"Plutarch",0,1,5,0,1,2
"Polybius",0,0,0,9,0,0
"Thucydides",0,0,1,0,6,1
"-SUM-",0,1,1,2,3,7
"Diodorus",6,0,0,1,0,1
"Herodotus",0,4,1,0,1,2
"Plutarch",0,0,4,0,1,1
"Polybius",0,0,0,7,0,0
"Thucydides",0,0,0,0,10,0
"-SUM-",0,0,1,1,2,4
"Diodorus",7,0,0,0,0,0
"Herodotus",0,3,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,11,0,0
"Thucydides",0,0,1,1,7,2
"-SUM-",0,0,1,1,0,2
"Diodorus",7,0,0,1,0,1
"Herodotus",0,9,0,0,1,1
"Plutarch",0,0,6,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,1,0,0,4,1
"-SUM-",0,1,0,1,1,3
"Diodorus",8,0,0,1,0,1
"Herodotus",0,6,1,0,0,1
"Plutarch",0,0,4,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,3,0,0,5,3
"-SUM-",0,3,1,1,0,5
"Diodorus",2,0,0,1,0,1
"Herodotus",0,6,0,0,0,0
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,13,0,0
"Thucydides",0,2,0,0,4,2
"-SUM-",0,2,0,1,0,3
"Diodorus",10,0,0,0,0,0
"Herodotus",0,10,0,0,0,0
"Plutarch",0,0,9,0,0,0
"Polybius",0,0,0,2,0,0
"Thucydides",0,0,1,0,3,1
"-SUM-",0,0,1,0,0,1
"Diodorus",7,0,0,1,0,1
"Herodotus",0,5,0,0,0,0
"Plutarch",0,0,10,0,1,1
"Polybius",0,0,0,8,0,0
"Thucydides",0,0,0,0,3,0
"-SUM-",0,0,0,1,1,2
"Diodorus",3,0,0,1,0,1
"Herodotus",0,6,0,0,0,0
"Plutarch",0,2,9,0,0,2
"Polybius",1,0,0,8,0,1
"Thucydides",0,0,0,0,5,0
"-SUM-",1,2,0,1,0,4
"Diodorus",6,0,0,0,0,0
"Herodotus",0,6,0,0,1,1
"Plutarch",0,1,8,0,0,1
"Polybius",0,0,0,5,0,0
"Thucydides",0,1,0,0,7,1
"-SUM-",0,2,0,0,1,3
"Diodorus",8,0,0,0,0,0
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,3,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,1,1,0,8,2
"-SUM-",0,1,1,0,0,2
"Diodorus",6,0,0,1,0,1
"Herodotus",0,4,0,0,0,0
"Plutarch",0,0,6,0,1,1
"Polybius",2,0,0,7,0,2
"Thucydides",0,1,0,0,7,1
"-SUM-",2,1,0,1,1,5
"Diodorus",6,0,0,1,0,1
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,0,0,0,8,0
"-SUM-",0,0,0,1,0,1
"Diodorus",7,0,0,0,0,0
"Herodotus",0,3,0,0,0,0
"Plutarch",0,1,8,0,0,1
"Polybius",0,0,0,8,0,0
"Thucydides",0,1,0,0,7,1
"-SUM-",0,2,0,0,0,2
"Diodorus",4,0,0,1,0,1
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,1,1,0,6,2
"-SUM-",0,1,1,1,0,3
"Diodorus",4,0,0,1,0,1
"Herodotus",0,11,0,0,0,0
"Plutarch",0,0,6,0,1,1
"Polybius",0,0,0,7,0,0
"Thucydides",0,1,0,0,4,1
"-SUM-",0,1,0,1,1,3
"Diodorus",5,0,0,0,0,0
"Herodotus",0,4,1,0,0,1
"Plutarch",0,0,10,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,2,0,0,5,2
"-SUM-",0,2,1,0,0,3
"Diodorus",4,0,0,1,0,1
"Herodotus",0,6,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,13,0,0
"Thucydides",0,0,0,0,6,0
"-SUM-",0,0,0,1,0,1
"Diodorus",3,0,0,0,0,0
"Herodotus",0,6,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,1,0,0,12,1
"-SUM-",0,1,0,0,0,1
"Diodorus",9,0,0,0,0,0
"Herodotus",0,5,0,0,2,2
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",1,0,0,0,5,1
"-SUM-",1,0,0,0,2,3
"Diodorus",5,0,0,2,0,2
"Herodotus",0,8,0,0,0,0
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,1,4,0,1
"Thucydides",0,0,0,0,7,0
"-SUM-",0,0,1,2,0,3
"Diodorus",6,0,0,1,0,1
"Herodotus",0,8,0,0,0,0
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",1,1,1,0,3,3
"-SUM-",1,1,1,1,0,4
"Diodorus",4,0,0,2,0,2
"Herodotus",0,9,0,0,0,0
"Plutarch",0,0,10,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,1,0,0,3,1
"-SUM-",0,1,0,2,0,3
"Diodorus",4,0,0,1,0,1
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,0,0,0,8,0
"-SUM-",0,0,0,1,0,1
"Diodorus",7,0,0,1,0,1
"Herodotus",0,9,0,0,2,2
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,3,0,0
"Thucydides",0,1,0,0,5,1
"-SUM-",0,1,0,1,2,4
"Diodorus",7,0,0,0,0,0
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,10,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,0,0,0,4,0
"-SUM-",0,0,0,0,0,0
"Diodorus",2,0,0,3,0,3
"Herodotus",0,9,0,0,0,0
"Plutarch",0,1,5,0,0,1
"Polybius",0,0,0,5,0,0
"Thucydides",1,2,0,0,7,3
"-SUM-",1,3,0,3,0,7
"Diodorus",5,0,0,2,0,2
"Herodotus",0,6,1,0,1,2
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,5,0,0
"Thucydides",0,1,1,0,8,2
"-SUM-",0,1,2,2,1,6
"Diodorus",5,0,0,0,0,0
"Herodotus",0,4,0,0,0,0
"Plutarch",0,1,5,0,0,1
"Polybius",0,0,0,11,0,0
"Thucydides",0,0,1,0,8,1
"-SUM-",0,1,1,0,0,2
"Diodorus",7,0,0,1,0,1
"Herodotus",0,3,1,0,0,1
"Plutarch",0,0,4,0,0,0
"Polybius",0,0,0,11,0,0
"Thucydides",0,0,0,0,8,0
"-SUM-",0,0,1,1,0,2
"Diodorus",7,0,0,0,0,0
"Herodotus",0,6,0,0,1,1
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,11,0,0
"Thucydides",0,1,1,0,3,2
"-SUM-",0,1,1,0,1,3
"Diodorus",4,0,0,0,0,0
"Herodotus",0,7,0,0,2,2
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,9,0,0
"Thucydides",0,1,0,0,7,1
"-SUM-",0,1,0,0,2,3
"Diodorus",8,0,0,2,0,2
"Herodotus",0,3,0,0,1,1
"Plutarch",0,1,8,0,0,1
"Polybius",0,0,0,8,0,0
"Thucydides",0,0,0,0,4,0
"-SUM-",0,1,0,2,1,4
"Diodorus",10,0,0,1,0,1
"Herodotus",0,7,0,0,0,0
"Plutarch",0,1,5,0,0,1
"Polybius",0,0,0,5,0,0
"Thucydides",0,1,0,0,5,1
"-SUM-",0,2,0,1,0,3
"Diodorus",7,0,0,0,0,0
"Herodotus",0,8,1,0,0,1
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,1,0,0,6,1
"-SUM-",0,1,1,0,0,2
"Diodorus",3,0,0,1,0,1
"Herodotus",0,9,0,0,0,0
"Plutarch",0,1,8,0,0,1
"Polybius",0,0,0,6,0,0
"Thucydides",0,1,0,0,6,1
"-SUM-",0,2,0,1,0,3
"Diodorus",7,0,0,2,0,2
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,1,0,0,5,1
"-SUM-",0,1,0,2,0,3
"Diodorus",4,0,0,1,0,1
"Herodotus",0,3,0,0,1,1
"Plutarch",0,0,9,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,0,0,0,9,0
"-SUM-",0,0,0,1,1,2
"Diodorus",6,0,0,1,0,1
"Herodotus",0,5,0,0,1,1
"Plutarch",0,1,6,0,0,1
"Polybius",0,0,0,7,0,0
"Thucydides",0,0,0,1,7,1
"-SUM-",0,1,0,2,1,4
"Diodorus",6,0,0,2,0,2
"Herodotus",0,7,0,0,0,0
"Plutarch",0,1,8,0,1,2
"Polybius",0,0,0,8,0,0
"Thucydides",0,0,0,0,2,0
"-SUM-",0,1,0,2,1,4
"Diodorus",5,0,0,1,0,1
"Herodotus",0,9,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,0,0,0,7,0
"-SUM-",0,0,0,1,0,1
"Diodorus",9,0,0,2,0,2
"Herodotus",0,4,0,0,0,0
"Plutarch",0,1,6,0,0,1
"Polybius",0,0,0,7,0,0
"Thucydides",0,0,1,0,5,1
"-SUM-",0,1,1,2,0,4
"Diodorus",5,0,0,0,0,0
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,10,0,0,0
"Polybius",0,0,0,4,0,0
"Thucydides",0,0,0,0,9,0
"-SUM-",0,0,0,0,0,0
"Diodorus",6,0,0,3,0,3
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,4,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,0,0,0,9,0
"-SUM-",0,0,0,3,0,3
"Diodorus",4,0,0,0,0,0
"Herodotus",0,12,0,0,1,1
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,5,0,0
"Thucydides",0,0,1,0,4,1
"-SUM-",0,0,1,0,1,2
"Diodorus",5,0,0,1,0,1
"Herodotus",0,5,0,0,0,0
"Plutarch",0,0,7,0,0,0
"Polybius",2,0,0,9,0,2
"Thucydides",0,0,0,0,6,0
"-SUM-",2,0,0,1,0,3
"Diodorus",7,0,0,4,0,4
"Herodotus",0,5,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,9,0,0
"Thucydides",1,0,0,0,4,1
"-SUM-",1,0,0,4,0,5
"Diodorus",7,0,0,3,0,3
"Herodotus",0,7,0,0,1,1
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,3,0,0
"Thucydides",0,0,0,0,6,0
"-SUM-",0,0,0,3,1,4
"Diodorus",3,0,0,2,0,2
"Herodotus",0,6,0,0,0,0
"Plutarch",0,0,9,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,0,0,0,9,0
"-SUM-",0,0,0,2,0,2
"Diodorus",6,0,0,1,0,1
"Herodotus",0,8,0,0,0,0
"Plutarch",0,0,10,0,0,0
"Polybius",0,0,0,5,0,0
"Thucydides",0,1,0,0,4,1
"-SUM-",0,1,0,1,0,2
"Diodorus",8,0,0,1,0,1
"Herodotus",0,9,0,0,0,0
"Plutarch",0,0,5,0,1,1
"Polybius",0,0,0,3,0,0
"Thucydides",0,1,0,0,7,1
"-SUM-",0,1,0,1,1,3
"Diodorus",6,0,0,0,0,0
"Herodotus",0,9,0,0,0,0
"Plutarch",0,0,9,0,0,0
"Polybius",0,0,0,3,1,1
"Thucydides",0,0,1,0,6,1
"-SUM-",0,0,1,0,1,2
"Diodorus",7,0,0,0,0,0
"Herodotus",0,9,1,0,1,2
"Plutarch",0,0,3,0,0,0
"Polybius",0,0,0,7,0,0
"Thucydides",0,0,1,0,6,1
"-SUM-",0,0,2,0,1,3
"Diodorus",4,0,0,1,0,1
"Herodotus",0,7,0,0,1,1
"Plutarch",0,1,7,0,0,1
"Polybius",0,0,0,10,0,0
"Thucydides",0,0,0,0,4,0
"-SUM-",0,1,0,1,1,3
"Diodorus",5,0,0,0,0,0
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,7,0,0,0
"Polybius",2,0,0,9,0,2
"Thucydides",1,0,1,0,3,2
"-SUM-",3,0,1,0,0,4
"Diodorus",6,0,0,2,0,2
"Herodotus",0,5,0,0,0,0
"Plutarch",0,1,5,0,0,1
"Polybius",1,0,0,7,0,1
"Thucydides",0,0,0,0,8,0
"-SUM-",1,1,0,2,0,4
"Diodorus",7,0,0,1,0,1
"Herodotus",0,9,0,0,0,0
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,4,0,0
"Thucydides",0,0,0,0,6,0
"-SUM-",0,0,0,1,0,1
"Diodorus",6,0,0,2,0,2
"Herodotus",0,3,0,0,2,2
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,0,1,0,7,1
"-SUM-",0,0,1,2,2,5
"Diodorus",3,0,0,1,0,1
"Herodotus",0,7,0,0,2,2
"Plutarch",0,0,11,0,0,0
"Polybius",0,0,0,8,0,0
"Thucydides",0,0,0,0,3,0
"-SUM-",0,0,0,1,2,3
"Diodorus",5,0,0,2,0,2
"Herodotus",0,4,1,0,1,2
"Plutarch",0,0,10,0,0,0
"Polybius",0,0,0,3,0,0
"Thucydides",0,1,0,0,8,1
"-SUM-",0,1,1,2,1,5
"Diodorus",6,0,0,1,0,1
"Herodotus",0,5,0,0,0,0
"Plutarch",0,0,5,0,0,0
"Polybius",0,0,0,10,0,0
"Thucydides",0,1,0,0,7,1
"-SUM-",0,1,0,1,0,2
"Diodorus",5,0,0,2,0,2
"Herodotus",0,4,0,0,0,0
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,8,1,1
"Thucydides",0,1,0,0,7,1
"-SUM-",0,1,0,2,1,4
"Diodorus",7,0,0,0,0,0
"Herodotus",0,8,0,0,2,2
"Plutarch",0,1,5,0,0,1
"Polybius",0,0,0,5,0,0
"Thucydides",1,1,0,0,5,2
"-SUM-",1,2,0,0,2,5
"Diodorus",5,0,0,0,0,0
"Herodotus",0,9,0,0,1,1
"Plutarch",0,0,8,0,0,0
"Polybius",0,0,0,6,0,0
"Thucydides",0,1,0,0,5,1
"-SUM-",0,1,0,0,1,2
"Diodorus",9,0,0,1,0,1
"Herodotus",0,7,0,0,0,0
"Plutarch",0,0,7,0,0,0
"Polybius",0,0,0,6,0,0
